st pl ch r c slope pedestal max
0 3 0 0 0 3.612 446.076 707.000
0 3 0 0 1 3.880 447.974 707.000
0 3 0 0 2 3.849 449.971 702.000
0 3 0 0 3 3.864 442.965 701.000
0 3 0 0 4 3.776 454.269 705.000
0 3 0 0 5 3.765 454.030 704.000
0 3 0 0 6 3.692 438.086 690.000
0 3 0 0 7 3.845 432.514 689.000
0 3 0 0 8 3.844 426.894 686.000
0 3 0 0 9 3.662 436.037 687.000
0 3 0 0 10 3.645 459.773 700.000
0 3 0 0 11 3.845 443.152 701.000
0 3 0 0 12 3.976 430.744 701.000
0 3 0 0 13 3.888 445.203 703.000
0 3 0 0 14 3.846 449.032 706.000
0 3 0 0 15 3.899 441.292 704.000
0 3 0 0 16 3.675 443.702 694.000
0 3 0 0 17 3.713 436.955 693.000
0 3 0 0 18 3.826 445.103 700.000
0 3 0 0 19 3.830 444.602 700.000
0 3 0 0 20 3.858 426.416 681.000
0 3 0 0 21 3.768 430.702 681.000
0 3 0 0 22 3.784 428.797 678.000
0 3 0 0 23 3.833 420.925 677.000
0 3 0 0 24 3.716 452.965 697.000
0 3 0 0 25 3.781 449.154 697.000
0 3 0 0 26 3.677 452.149 692.000
0 3 0 0 27 3.713 444.773 691.000
0 3 0 0 28 3.651 459.663 698.000
0 3 0 0 29 3.578 464.289 697.000
0 3 0 0 30 3.717 460.648 704.000
0 3 0 0 31 3.693 457.646 703.000
0 3 0 0 32 3.703 453.190 695.000
0 3 0 0 33 3.779 445.474 695.000
0 3 0 0 34 3.747 450.100 700.000
0 3 0 0 35 3.777 446.455 698.000
0 3 0 0 36 3.635 447.743 684.000
0 3 0 0 37 3.687 441.883 685.000
0 3 0 0 38 3.725 446.971 693.000
0 3 0 0 39 3.698 440.325 688.000
0 3 0 0 40 3.573 457.014 693.000
0 3 0 0 41 3.616 446.728 692.000
0 3 0 0 42 3.625 447.158 688.000
0 3 0 0 43 3.620 447.098 688.000
0 3 0 0 44 3.566 435.137 676.000
0 3 0 0 45 3.609 435.657 675.000
0 3 0 0 46 3.586 449.251 687.000
0 3 0 0 47 3.518 440.729 687.000
0 3 0 0 48 3.359 464.777 693.000
0 3 0 0 49 3.559 457.505 693.000
0 3 0 0 50 3.683 428.521 677.000
0 3 0 0 51 3.460 422.233 676.000
0 3 0 1 0 3.619 443.141 705.000
0 3 0 1 1 3.798 442.784 706.000
0 3 0 1 2 3.885 442.332 701.000
0 3 0 1 3 3.875 443.764 700.000
0 3 0 1 4 3.730 446.577 704.000
0 3 0 1 5 3.855 449.133 704.000
0 3 0 1 6 3.868 429.709 689.000
0 3 0 1 7 3.689 431.259 689.000
0 3 0 1 8 3.691 430.472 686.000
0 3 0 1 9 3.750 434.090 686.000
0 3 0 1 10 3.782 448.725 700.000
0 3 0 1 11 3.771 451.099 700.000
0 3 0 1 12 3.685 445.568 700.000
0 3 0 1 13 3.763 440.446 702.000
0 3 0 1 14 3.764 445.183 704.000
0 3 0 1 15 3.676 449.444 703.000
0 3 0 1 16 3.891 432.037 694.000
0 3 0 1 17 3.792 437.020 693.000
0 3 0 1 18 3.697 446.864 700.000
0 3 0 1 19 3.790 449.242 700.000
0 3 0 1 20 3.796 429.480 680.000
0 3 0 1 21 3.695 434.197 680.000
0 3 0 1 22 3.589 434.571 678.000
0 3 0 1 23 3.743 417.997 677.000
0 3 0 1 24 3.846 438.665 696.000
0 3 0 1 25 3.709 452.008 696.000
0 3 0 1 26 3.635 451.645 691.000
0 3 0 1 27 3.711 446.457 690.000
0 3 0 1 28 3.590 461.524 697.000
0 3 0 1 29 3.526 469.450 698.000
0 3 0 1 30 3.611 467.320 703.000
0 3 0 1 31 3.775 451.115 702.000
0 3 0 1 32 3.732 443.381 695.000
0 3 0 1 33 3.723 448.196 695.000
0 3 0 1 34 3.648 459.271 699.000
0 3 0 1 35 3.676 452.109 698.000
0 3 0 1 36 3.658 441.227 684.000
0 3 0 1 37 3.698 440.196 685.000
0 3 0 1 38 3.747 445.331 692.000
0 3 0 1 39 3.490 446.506 688.000
0 3 0 1 40 3.630 450.905 694.000
0 3 0 1 41 3.570 456.929 693.000
0 3 0 1 42 3.633 449.772 690.000
0 3 0 1 43 3.606 445.908 688.000
0 3 0 1 44 3.678 428.719 675.000
0 3 0 1 45 3.595 436.978 675.000
0 3 0 1 46 3.605 445.013 687.000
0 3 0 1 47 3.625 442.307 686.000
0 3 0 1 48 3.525 455.945 691.000
0 3 0 1 49 3.527 456.183 693.000
0 3 0 1 50 3.602 426.006 677.000
0 3 0 1 51 3.367 429.057 676.000
0 3 0 2 0 3.561 448.721 706.000
0 3 0 2 1 3.838 437.047 705.000
0 3 0 2 2 3.743 444.943 701.000
0 3 0 2 3 3.696 446.215 700.000
